playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0032466,3,2023,,,Full Participation in Practice
00-0034799,2,2020,,,Full Participation in Practice
00-0039850,6,2024,,,Full Participation in Practice
00-0034527,7,2022,,,Full Participation in Practice
00-0035235,4,2019,,,Full Participation in Practice
00-0027595,13,2015,Questionable,Back,Did Not Participate In Practice
00-0031553,15,2018,,,Did Not Participate In Practice
00-0038738,12,2024,,,Full Participation in Practice
00-0034387,16,2018,Questionable,Knee,Limited Participation in Practice
00-0027993,5,2022,Doubtful,Knee,Did Not Participate In Practice
00-0034360,11,2021,Out,Illness,Did Not Participate In Practice
00-0033792,11,2023,Doubtful,Biceps,Did Not Participate In Practice
00-0030821,13,2016,Out,Hamstring,Did Not Participate In Practice
00-0028278,8,2018,,,Full Participation in Practice
00-0031280,16,2020,,,Full Participation in Practice
00-0035230,5,2024,Out,Hamstring,Did Not Participate In Practice
00-0031598,15,2021,Questionable,Knee,Limited Participation in Practice
00-0034343,3,2019,,,Full Participation in Practice
00-0032210,5,2023,,,Full Participation in Practice
00-0037007,8,2024,,,Full Participation in Practice
00-0031388,2,2022,,,Did Not Participate In Practice
00-0037612,15,2024,,,Limited Participation in Practice
00-0030561,7,2020,,,Full Participation in Practice
00-0034682,8,2020,,,Did Not Participate In Practice
00-0032389,13,2021,Questionable,Ribs,Limited Participation in Practice
00-0033302,14,2017,,,Limited Participation in Practice
00-0029682,1,2018,,,Full Participation in Practice
00-0031575,2,2020,Questionable,Hand,Full Participation in Practice
00-0036332,3,2021,,,Full Participation in Practice
00-0039813,17,2024,Out,Quadricep,Did Not Participate In Practice
00-0032464,18,2024,Questionable,Foot,Full Participation in Practice
00-0033095,17,2017,,,Limited Participation in Practice
00-0034973,9,2024,,,Did Not Participate In Practice
00-0032132,14,2019,Questionable,Toe,Full Participation in Practice
00-0035713,11,2023,,,Full Participation in Practice
00-0026153,3,2015,Questionable,Knee,Limited Participation in Practice
00-0030280,6,2016,,,Full Participation in Practice
00-0031847,9,2018,,,Limited Participation in Practice
00-0031051,8,2018,,,Full Participation in Practice
00-0029137,3,2015,Out,Hamstring,Did Not Participate In Practice
00-0029690,10,2016,Questionable,Ankle,Full Participation in Practice
00-0030420,12,2017,Out,Foot,Did Not Participate In Practice
00-0034516,14,2019,,,Full Participation in Practice
00-0035670,18,2021,,,Full Participation in Practice
00-0036275,19,2023,,,Full Participation in Practice
00-0026166,3,2020,,,Limited Participation in Practice
00-0026160,11,2017,,,Full Participation in Practice
00-0039857,5,2024,,,Full Participation in Practice
00-0026190,8,2024,,,Did Not Participate In Practice
00-0033129,4,2016,Out,Hand,Did Not Participate In Practice
00-0032144,8,2017,Questionable,Foot,Limited Participation in Practice
00-0032052,20,2024,,,Did Not Participate In Practice
00-0024313,4,2015,Probable,Not Injury Related,Full Participation in Practice
00-0027941,13,2016,Questionable,Abdomen,Limited Participation in Practice
00-0024389,8,2019,Out,Ankle,Did Not Participate In Practice
00-0034987,5,2020,,,Full Participation in Practice
00-0029568,5,2021,,,Full Participation in Practice
00-0031947,3,2020,,,Full Participation in Practice
00-0027865,8,2022,,,Limited Participation in Practice
00-0036149,17,2020,Questionable,Knee,Limited Participation in Practice
00-0036994,9,2022,,,Full Participation in Practice
00-0036587,12,2021,Out,Foot,Did Not Participate In Practice
00-0026293,4,2017,Questionable,Hamstring,Limited Participation in Practice
00-0027859,5,2020,,,Full Participation in Practice
00-0031242,14,2017,,,Full Participation in Practice
00-0033050,15,2023,Questionable,Hip,Limited Participation in Practice
00-0031806,10,2017,Out,Knee,Did Not Participate In Practice
00-0035227,8,2024,Doubtful,,Did Not Participate In Practice
00-0027969,17,2024,,,Full Participation in Practice
00-0031364,8,2020,,,Full Participation in Practice
00-0033124,12,2020,,,Full Participation in Practice
00-0031936,8,2022,,,Full Participation in Practice
00-0033120,7,2019,Questionable,Calf,Limited Participation in Practice
00-0034778,13,2018,Out,Knee,Did Not Participate In Practice
00-0032803,14,2022,Out,Groin,Did Not Participate In Practice
00-0033110,7,2020,Questionable,Hand,Limited Participation in Practice
00-0026184,3,2015,Probable,Knee,Limited Participation in Practice
00-0039075,17,2023,Questionable,Hip,Did Not Participate In Practice
00-0027869,3,2020,,,Full Participation in Practice
00-0031386,14,2019,,,Full Participation in Practice
00-0027737,7,2015,Out,Hamstring,Did Not Participate In Practice
00-0034797,8,2022,,,Full Participation in Practice
00-0037197,14,2022,,,Full Participation in Practice
00-0035500,12,2022,Questionable,Thumb,Did Not Participate In Practice
00-0031933,3,2017,,,Full Participation in Practice
00-0025457,9,2015,Probable,Knee,Full Participation in Practice
00-0027002,13,2016,Questionable,Shoulder,Limited Participation in Practice
00-0030067,6,2015,Doubtful,Knee,Did Not Participate In Practice
00-0029890,14,2023,,,Full Participation in Practice
00-0026184,7,2016,,,Full Participation in Practice
00-0027674,5,2018,Out,Knee,Did Not Participate In Practice
00-0038091,4,2023,Out,Illness,Did Not Participate In Practice
00-0031051,2,2019,,,Full Participation in Practice
00-0033914,4,2024,,,Full Participation in Practice
00-0033856,2,2018,Questionable,Hamstring,Did Not Participate In Practice
00-0039368,17,2024,Out,Hamstring,Did Not Participate In Practice
00-0033393,17,2022,Out,Ankle,Did Not Participate In Practice
00-0031367,12,2018,,,Full Participation in Practice
00-0030062,19,2023,,,Full Participation in Practice
00-0037321,10,2022,Questionable,Ankle,Limited Participation in Practice
00-0025503,16,2016,,,Limited Participation in Practice
00-0035236,15,2019,,,Full Participation in Practice
00-0035243,19,2021,,,Full Participation in Practice
00-0035636,16,2020,,,Full Participation in Practice
00-0030380,3,2021,Questionable,Neck,Limited Participation in Practice
00-0038133,2,2023,Questionable,Knee,Did Not Participate In Practice
00-0037093,14,2023,,,Full Participation in Practice
00-0029137,2,2020,Out,Foot,Did Not Participate In Practice
00-0035659,17,2019,Out,Concussion,Did Not Participate In Practice
00-0037758,6,2023,,,Full Participation in Practice
00-0031598,6,2022,,,Did Not Participate In Practice
00-0029561,4,2016,Questionable,Ankle,Limited Participation in Practice
00-0034744,1,2018,,,Did Not Participate In Practice
00-0027947,4,2020,Questionable,Neck,Limited Participation in Practice
00-0026498,15,2017,,,Full Participation in Practice
00-0035687,14,2020,Questionable,Ankle,Limited Participation in Practice
00-0027867,1,2021,,,Full Participation in Practice
00-0034054,10,2022,,,Full Participation in Practice
00-0035233,17,2024,Out,,Did Not Participate In Practice
00-0037257,14,2022,,,Did Not Participate In Practice
00-0020578,11,2018,,,Full Participation in Practice
00-0031176,14,2020,,,Full Participation in Practice
00-0037251,3,2024,,,Limited Participation in Practice
00-0032103,6,2021,,,Full Participation in Practice
00-0032128,13,2016,,,Full Participation in Practice
00-0033888,17,2023,Out,Knee,Did Not Participate In Practice
00-0036045,18,2023,Questionable,Knee,"
    "
00-0030119,3,2016,Out,Hamstring,Limited Participation in Practice
00-0026248,6,2015,Out,"Shoulder, Finger",Did Not Participate In Practice
00-0031958,2,2020,,,Full Participation in Practice
00-0024243,7,2022,,,Full Participation in Practice
00-0038119,11,2024,,,Full Participation in Practice
00-0032164,15,2015,Probable,Shoulder,Full Participation in Practice
00-0028002,4,2018,Questionable,Hamstring,Did Not Participate In Practice
00-0036361,15,2024,Questionable,Knee,Did Not Participate In Practice
00-0033536,13,2020,,,Full Participation in Practice
00-0034377,17,2022,Out,Toe,Did Not Participate In Practice
00-0036416,8,2024,Note,-- ,Full Participation in Practice
00-0027035,12,2015,Questionable,Neck,Limited Participation in Practice
00-0036284,5,2020,Doubtful,Shoulder,Did Not Participate In Practice
00-0032361,7,2016,Out,Ankle,Did Not Participate In Practice
00-0027891,10,2020,Questionable,Knee,Limited Participation in Practice
00-0033770,9,2020,,,Did Not Participate In Practice
00-0022161,8,2017,Questionable,Knee,Full Participation in Practice
00-0034545,18,2023,Questionable,Illness,Did Not Participate In Practice
00-0038123,2,2022,,,Full Participation in Practice
00-0033282,18,2024,Questionable,Rib,Limited Participation in Practice
00-0036196,7,2024,,,Full Participation in Practice
00-0034366,13,2018,Questionable,Hamstring,Limited Participation in Practice
00-0036945,16,2024,Out,Abdomen,Did Not Participate In Practice
00-0035657,7,2023,,,Did Not Participate In Practice
00-0027822,4,2015,Out,Calf,Did Not Participate In Practice
00-0029676,1,2017,,,Full Participation in Practice
00-0029709,17,2019,Questionable,Ankle,Limited Participation in Practice
00-0039072,12,2024,Out,Shoulder,Did Not Participate In Practice
00-0032965,18,2024,,,Full Participation in Practice
00-0036474,10,2021,Questionable,Hip,Limited Participation in Practice
00-0027857,8,2024,,,Full Participation in Practice
00-0032760,5,2018,Questionable,Heel,Did Not Participate In Practice
00-0030860,5,2017,,,Full Participation in Practice
00-0020337,6,2015,Questionable,Back,Limited Participation in Practice
00-0031258,10,2016,,,Full Participation in Practice
00-0033399,4,2017,Questionable,Neck,Limited Participation in Practice
00-0027002,15,2018,,,Full Participation in Practice
00-0035700,14,2019,Questionable,Shoulder,Limited Participation in Practice
00-0038040,9,2024,Questionable,Quadricep,Full Participation in Practice
00-0033446,11,2018,,,Full Participation in Practice
00-0029594,2,2015,Probable,Hamstring,Full Participation in Practice
00-0030505,3,2015,Questionable,Ankle,Limited Participation in Practice
00-0025555,9,2015,Probable,Groin,Full Participation in Practice
00-0027150,8,2020,Out,Knee,Did Not Participate In Practice
00-0030506,9,2018,,,Full Participation in Practice
00-0036934,2,2024,,,Limited Participation in Practice
00-0038103,13,2024,Out,Knee,Limited Participation in Practice
00-0034381,3,2023,,,Full Participation in Practice
00-0023368,7,2018,Questionable,Knee,Full Participation in Practice
00-0035099,17,2020,Questionable,Ankle,Limited Participation in Practice
00-0035216,6,2020,Out,Back,Did Not Participate In Practice
00-0032107,13,2020,Questionable,Illness,Did Not Participate In Practice
00-0029668,4,2015,Questionable,right Shoulder,Limited Participation in Practice
00-0028017,11,2015,Probable,Hamstring,Full Participation in Practice
00-0038117,2,2023,Doubtful,Knee,Limited Participation in Practice
00-0032154,1,2015,Probable,Ankle,Full Participation in Practice
00-0036400,13,2020,,,Limited Participation in Practice
00-0032794,1,2017,,,Full Participation in Practice
00-0034772,9,2018,Questionable,Ankle,Did Not Participate In Practice
00-0029137,16,2018,,,Full Participation in Practice
00-0030549,2,2019,,,Did Not Participate In Practice
00-0029269,7,2019,,,Did Not Participate In Practice
00-0038646,10,2024,Questionable,Ankle,Full Participation in Practice
00-0036716,7,2023,Questionable,Groin,Did Not Participate In Practice
00-0032145,15,2018,Doubtful,Knee,Did Not Participate In Practice
00-0027902,16,2020,Questionable,Thigh,Full Participation in Practice
00-0035125,15,2024,,,Limited Participation in Practice
00-0030412,12,2016,Out,Groin,Did Not Participate In Practice
00-0025435,16,2017,,,Full Participation in Practice
00-0028564,10,2015,Questionable,Foot,Did Not Participate In Practice
00-0027944,14,2018,,,Limited Participation in Practice
00-0036671,12,2022,Out,Foot,Did Not Participate In Practice
00-0039066,17,2023,Out,Toe,Did Not Participate In Practice
00-0036407,11,2024,,,Full Participation in Practice
00-0036813,12,2024,,,Full Participation in Practice
00-0035145,1,2022,,,Full Participation in Practice
00-0037665,17,2022,,,Full Participation in Practice
00-0035383,5,2020,,,Full Participation in Practice
00-0031546,15,2016,Out,Concussion,Did Not Participate In Practice
00-0030074,16,2015,Questionable,Ankle,Did Not Participate In Practice
00-0029687,1,2016,,,Full Participation in Practice
00-0032407,12,2016,Out,Ankle,Did Not Participate In Practice
00-0033526,15,2023,,,Full Participation in Practice
00-0034407,13,2023,Questionable,Rib,Limited Participation in Practice
00-0032626,9,2018,Doubtful,Hamstring,Did Not Participate In Practice
00-0031298,15,2015,Probable,Elbow,Full Participation in Practice
00-0031387,1,2016,Questionable,Ankle,Full Participation in Practice
00-0029668,6,2015,Questionable,right Shoulder,Full Participation in Practice
00-0027006,17,2016,Doubtful,Shoulder,Did Not Participate In Practice
00-0030471,12,2019,,,Full Participation in Practice
00-0030669,7,2017,Questionable,Knee,Limited Participation in Practice
00-0010346,20,2015,Probable,Foot,Full Participation in Practice
00-0027723,13,2019,Questionable,Ankle,Limited Participation in Practice
00-0029621,9,2024,,,Limited Participation in Practice
00-0032466,4,2020,,,Full Participation in Practice
00-0033541,7,2020,Out,Knee,Did Not Participate In Practice
00-0031628,6,2017,,,Full Participation in Practice
00-0033114,18,2017,Doubtful,Ankle,Did Not Participate In Practice
00-0035393,11,2021,,,Full Participation in Practice
00-0031016,13,2019,,,Full Participation in Practice
00-0030062,14,2022,,,Limited Participation in Practice
00-0033503,12,2019,,,Full Participation in Practice
00-0039108,14,2023,,,Did Not Participate In Practice
00-0028092,4,2018,Out,Calf,Did Not Participate In Practice
00-0033040,9,2021,,,Full Participation in Practice
00-0031897,1,2016,,,Full Participation in Practice
00-0037353,15,2022,,,Full Participation in Practice
00-0031279,17,2023,,,Full Participation in Practice
00-0036368,16,2022,,,Full Participation in Practice
00-0038103,4,2023,Questionable,Knee,Limited Participation in Practice
00-0034272,13,2022,,,Full Participation in Practice
00-0026498,12,2020,,,Full Participation in Practice
00-0033888,10,2023,,,Limited Participation in Practice
00-0034368,18,2023,,,Full Participation in Practice
00-0032970,10,2019,Questionable,Calf,Limited Participation in Practice
00-0031426,9,2023,,,Did Not Participate In Practice
00-0032320,15,2019,Questionable,Hamstring,Limited Participation in Practice
